feature,importance
morgan_388,0
morgan_1450,0
morgan_181,0
morgan_137,0
morgan_136,0
morgan_135,0
morgan_134,0
morgan_132,0
morgan_131,0
morgan_127,0
morgan_126,0
morgan_124,0
morgan_123,0
morgan_116,0
morgan_115,0
morgan_113,0
morgan_111,0
morgan_110,0
morgan_108,0
morgan_105,0
morgan_104,0
morgan_103,0
morgan_101,0
morgan_100,0
morgan_139,0
morgan_143,0
morgan_144,0
morgan_164,0
morgan_179,0
morgan_177,0
morgan_176,0
morgan_174,0
morgan_173,0
morgan_170,0
morgan_169,0
morgan_167,0
morgan_166,0
morgan_163,0
morgan_145,0
morgan_159,0
morgan_158,0
morgan_156,0
morgan_154,0
morgan_153,0
morgan_152,0
morgan_151,0
morgan_150,0
morgan_148,0
morgan_98,0
morgan_97,0
morgan_96,0
morgan_23,0
morgan_37,0
morgan_35,0
morgan_33,0
morgan_31,0
morgan_30,0
morgan_28,0
morgan_27,0
morgan_26,0
morgan_24,0
morgan_22,0
morgan_44,0
morgan_19,0
morgan_18,0
morgan_17,0
morgan_16,0
morgan_15,0
morgan_10,0
morgan_7,0
morgan_6,0
morgan_4,0
morgan_38,0
morgan_47,0
morgan_91,0
morgan_71,0
morgan_89,0
morgan_88,0
morgan_86,0
morgan_85,0
morgan_82,0
morgan_78,0
morgan_77,0
morgan_76,0
morgan_75,0
morgan_70,0
morgan_48,0
morgan_68,0
morgan_66,0
morgan_63,0
morgan_60,0
morgan_59,0
morgan_55,0
morgan_54,0
morgan_52,0
morgan_49,0
morgan_180,0
morgan_182,0
morgan_386,0
morgan_185,0
morgan_332,0
morgan_331,0
morgan_330,0
morgan_325,0
morgan_321,0
morgan_320,0
morgan_317,0
morgan_316,0
morgan_313,0
morgan_308,0
morgan_306,0
morgan_304,0
morgan_303,0
morgan_302,0
morgan_301,0
morgan_299,0
morgan_297,0
morgan_296,0
morgan_295,0
morgan_293,0
morgan_292,0
morgan_334,0
morgan_336,0
morgan_337,0
morgan_362,0
morgan_382,0
morgan_376,0
morgan_374,0
morgan_370,0
morgan_368,0
morgan_367,0
morgan_365,0
morgan_364,0
morgan_363,0
morgan_359,0
morgan_340,0
morgan_357,0
morgan_356,0
morgan_355,0
morgan_353,0
morgan_351,0
morgan_349,0
morgan_346,0
morgan_343,0
morgan_341,0
morgan_291,0
morgan_290,0
morgan_288,0
morgan_209,0
morgan_230,0
morgan_229,0
morgan_228,0
morgan_225,0
morgan_224,0
morgan_220,0
morgan_217,0
morgan_212,0
morgan_210,0
morgan_208,0
morgan_235,0
morgan_201,0
morgan_200,0
morgan_199,0
morgan_198,0
morgan_190,0
morgan_189,0
morgan_188,0
morgan_187,0
morgan_186,0
morgan_232,0
morgan_236,0
morgan_287,0
morgan_266,0
morgan_286,0
morgan_284,0
morgan_282,0
morgan_280,0
morgan_279,0
morgan_276,0
morgan_274,0
morgan_272,0
morgan_269,0
morgan_265,0
morgan_240,0
morgan_264,0
morgan_263,0
morgan_261,0
morgan_258,0
morgan_256,0
morgan_254,0
morgan_247,0
morgan_243,0
morgan_241,0
morgan_742,0
morgan_746,0
morgan_748,0
morgan_1290,0
morgan_1242,0
morgan_1240,0
morgan_1237,0
morgan_1234,0
morgan_1233,0
morgan_1232,0
morgan_1231,0
morgan_1230,0
morgan_1229,0
morgan_1228,0
morgan_1227,0
morgan_1226,0
morgan_1225,0
morgan_1223,0
morgan_1220,0
morgan_1219,0
morgan_1218,0
morgan_1217,0
morgan_1216,0
morgan_1215,0
morgan_1214,0
morgan_1244,0
morgan_1247,0
morgan_1248,0
morgan_1267,0
morgan_1288,0
morgan_1286,0
morgan_1284,0
morgan_1283,0
morgan_1282,0
morgan_1277,0
morgan_1273,0
morgan_1271,0
morgan_1269,0
morgan_1266,0
morgan_1250,0
morgan_1264,0
morgan_1263,0
morgan_1262,0
morgan_1259,0
morgan_1258,0
morgan_1255,0
morgan_1254,0
morgan_1253,0
morgan_1252,0
morgan_1213,0
morgan_1212,0
morgan_1210,0
morgan_1139,0
morgan_1166,0
morgan_1165,0
morgan_1161,0
morgan_1159,0
morgan_1156,0
morgan_1151,0
morgan_1149,0
morgan_1144,0
morgan_1140,0
morgan_1138,0
morgan_1169,0
morgan_1135,0
morgan_1132,0
morgan_1131,0
morgan_1130,0
morgan_1129,0
morgan_1127,0
morgan_1124,0
morgan_1123,0
morgan_1122,0
morgan_1167,0
morgan_1174,0
morgan_1209,0
morgan_1194,0
morgan_1207,0
morgan_1205,0
morgan_1204,0
morgan_1202,0
morgan_1201,0
morgan_1200,0
morgan_1198,0
morgan_1196,0
morgan_1195,0
morgan_1193,0
morgan_1175,0
morgan_1192,0
morgan_1190,0
morgan_1187,0
morgan_1186,0
morgan_1184,0
morgan_1183,0
morgan_1180,0
morgan_1178,0
morgan_1177,0
morgan_1289,0
morgan_1293,0
morgan_754,0
morgan_1297,0
morgan_1406,0
morgan_1402,0
morgan_1401,0
morgan_1400,0
morgan_1398,0
morgan_1397,0
morgan_1396,0
morgan_1395,0
morgan_1394,0
morgan_1393,0
morgan_1392,0
morgan_1390,0
morgan_1388,0
morgan_1383,0
morgan_1382,0
morgan_1380,0
morgan_1379,0
morgan_1378,0
morgan_1376,0
morgan_1374,0
morgan_1373,0
morgan_1407,0
morgan_1408,0
morgan_1414,0
morgan_1435,0
morgan_1449,0
morgan_1448,0
morgan_1445,0
morgan_1443,0
morgan_1442,0
morgan_1439,0
morgan_1438,0
morgan_1437,0
morgan_1436,0
morgan_1432,0
morgan_1418,0
morgan_1431,0
morgan_1429,0
morgan_1428,0
morgan_1427,0
morgan_1425,0
morgan_1424,0
morgan_1423,0
morgan_1421,0
morgan_1420,0
morgan_1372,0
morgan_1371,0
morgan_1365,0
morgan_1311,0
morgan_1329,0
morgan_1328,0
morgan_1322,0
morgan_1320,0
morgan_1319,0
morgan_1318,0
morgan_1317,0
morgan_1315,0
morgan_1314,0
morgan_1310,0
morgan_1331,0
morgan_1307,0
morgan_1306,0
morgan_1305,0
morgan_1304,0
morgan_1303,0
morgan_1302,0
morgan_1301,0
morgan_1300,0
morgan_1299,0
morgan_1330,0
morgan_1332,0
morgan_1364,0
morgan_1350,0
morgan_1363,0
morgan_1361,0
morgan_1359,0
morgan_1358,0
morgan_1356,0
morgan_1355,0
morgan_1354,0
morgan_1352,0
morgan_1351,0
morgan_1347,0
morgan_1334,0
morgan_1346,0
morgan_1345,0
morgan_1343,0
morgan_1342,0
morgan_1340,0
morgan_1339,0
morgan_1338,0
morgan_1337,0
morgan_1336,0
morgan_1119,0
morgan_1118,0
morgan_1117,0
morgan_1116,0
morgan_877,0
morgan_876,0
morgan_874,0
morgan_873,0
morgan_871,0
morgan_869,0
morgan_868,0
morgan_867,0
morgan_865,0
morgan_864,0
morgan_863,0
morgan_862,0
morgan_861,0
morgan_860,0
morgan_859,0
morgan_858,0
morgan_856,0
morgan_854,0
morgan_853,0
morgan_852,0
morgan_851,0
morgan_879,0
morgan_880,0
morgan_882,0
morgan_904,0
morgan_919,0
morgan_918,0
morgan_917,0
morgan_914,0
morgan_913,0
morgan_910,0
morgan_907,0
morgan_906,0
morgan_905,0
morgan_903,0
morgan_885,0
morgan_902,0
morgan_900,0
morgan_899,0
morgan_897,0
morgan_895,0
morgan_894,0
morgan_891,0
morgan_887,0
morgan_886,0
morgan_849,0
morgan_848,0
morgan_846,0
morgan_767,0
morgan_779,0
morgan_778,0
morgan_777,0
morgan_775,0
morgan_772,0
morgan_771,0
morgan_770,0
morgan_769,0
morgan_768,0
morgan_766,0
morgan_783,0
morgan_765,0
morgan_764,0
morgan_763,0
morgan_762,0
morgan_761,0
morgan_760,0
morgan_759,0
morgan_756,0
morgan_755,0
morgan_782,0
morgan_789,0
morgan_845,0
morgan_828,0
morgan_844,0
morgan_842,0
morgan_840,0
morgan_839,0
morgan_836,0
morgan_833,0
morgan_831,0
morgan_830,0
morgan_829,0
morgan_825,0
morgan_792,0
morgan_824,0
morgan_822,0
morgan_821,0
morgan_820,0
morgan_815,0
morgan_810,0
morgan_803,0
morgan_801,0
morgan_793,0
morgan_921,0
morgan_923,0
morgan_924,0
morgan_1038,0
morgan_1064,0
morgan_1059,0
morgan_1053,0
morgan_1052,0
morgan_1048,0
morgan_1047,0
morgan_1046,0
morgan_1042,0
morgan_1041,0
morgan_1037,0
morgan_1068,0
morgan_1036,0
morgan_1031,0
morgan_1029,0
morgan_1025,0
morgan_1024,0
morgan_1023,0
morgan_1022,0
morgan_1021,0
morgan_1018,0
morgan_1067,0
morgan_1072,0
morgan_1015,0
morgan_1102,0
morgan_1115,0
morgan_1112,0
morgan_1111,0
morgan_1109,0
morgan_1108,0
morgan_1107,0
morgan_1106,0
morgan_1104,0
morgan_1103,0
morgan_1094,0
morgan_1073,0
morgan_1093,0
morgan_1092,0
morgan_1091,0
morgan_1090,0
morgan_1087,0
morgan_1086,0
morgan_1084,0
morgan_1078,0
morgan_1074,0
morgan_1016,0
morgan_1014,0
morgan_925,0
morgan_951,0
morgan_969,0
morgan_964,0
morgan_963,0
morgan_962,0
morgan_958,0
morgan_957,0
morgan_956,0
morgan_955,0
morgan_954,0
morgan_948,0
morgan_971,0
morgan_946,0
morgan_943,0
morgan_941,0
morgan_939,0
morgan_936,0
morgan_933,0
morgan_931,0
morgan_929,0
morgan_928,0
morgan_970,0
morgan_972,0
morgan_1011,0
morgan_994,0
morgan_1010,0
morgan_1008,0
morgan_1006,0
morgan_1003,0
morgan_1002,0
morgan_1001,0
morgan_998,0
morgan_996,0
morgan_995,0
morgan_991,0
morgan_973,0
morgan_990,0
morgan_989,0
morgan_988,0
morgan_986,0
morgan_982,0
morgan_979,0
morgan_977,0
morgan_976,0
morgan_975,0
morgan_1113,0
